RegionName,rent_date,avg_rents,avg_rents_yy
New York County,2021-02-28,2804.4037829648128,-0.14031114724771787
New York County,2021-03-31,2843.213268958168,-0.1335209997050374
New York County,2021-04-30,2906.917743089683,-0.12174825463113992
New York County,2021-05-31,2988.8061132262983,-0.10549324407382688
New York County,2021-06-30,3092.4584538306767,-0.08301988542805971
New York County,2021-07-31,3211.636729873673,-0.05425990653655188
New York County,2021-08-31,3324.2931656410933,-0.0249307014903295
New York County,2021-09-30,3414.9976238094137,0.001539840769762879
New York County,2021-10-31,3471.9729768019633,0.023032483280032157
New York County,2021-11-30,3509.9529583037756,0.04217232487451228
New York County,2021-12-31,3539.6149201406874,0.05735283730156482
New York County,2022-01-31,3579.8145165060455,0.06976631883831308
New York County,2022-02-28,3634.5407569090153,0.08021610843095095
New York County,2022-03-31,3693.2996482266167,0.09112425308026251
New York County,2022-04-30,3752.6275272696716,0.1118926537004834
New York County,2022-05-31,3823.7998355105838,0.14447413137663112
New York County,2022-06-30,3903.4706367585127,0.188369314278644
New York County,2022-07-31,3965.3724228291435,0.23062986356922144
New York County,2022-08-31,3992.8115844389204,NA
New York County,2022-09-30,3983.9122712534886,NA
New York County,2022-10-31,3947.056202003253,0.3505340810125561
New York County,2022-11-30,3897.2378944667757,0.3672116262922631
New York County,2022-12-31,3849.6392115694234,0.37010159707905355
